first_solution,local_search,time_limit_s,compact_cost,time_s
PATH_CHEAPEST_ARC,,10,6281.683892999999,0.033072999998694286
PATH_CHEAPEST_ARC,GUIDED_LOCAL_SEARCH,10,6281.683892999999,10.03436209999927
PARALLEL_CHEAPEST_INSERTION,GUIDED_LOCAL_SEARCH,10,6281.683892999999,10.017963300000702
